entity,complexity,domain,priority
PRODUCT_DEFINITION_RESOURCE,MEDIUM,product,125
PRODUCT_DEFINITION_SPECIFIED_OCCURRENCE,MEDIUM,product,125
PRODUCT_DEFINITION_SUBSTITUTE,MEDIUM,product,125
PRODUCT_DEFINITION_USAGE,MEDIUM,product,125
PRODUCT_DEFINITION_USAGE_RELATIONSHIP,MEDIUM,product,125
PRODUCT_GROUP_ATTRIBUTE_ASSIGNMENT,MEDIUM,product,125
PRODUCT_GROUP_RELATIONSHIP,MEDIUM,product,125
PRODUCT_GROUP_RULE_ASSIGNMENT,MEDIUM,product,125
REAL_INTERVAL_FROM_MIN,SIMPLE,date_time,125
REAL_INTERVAL_TO_MAX,SIMPLE,date_time,125
SAME_AS_EXTERNAL_ITEM_ASSIGNMENT,MEDIUM,product,125
SCULPTURED_SOLID,MEDIUM,product,125
SERIAL_NUMBERED_EFFECTIVITY,SIMPLE,date_time,125
SHAPE_ASPECT_DERIVING_RELATIONSHIP,MEDIUM,product,125
SHAPE_DATA_QUALITY_INSPECTED_SHAPE_AND_RESULT_RELATIONSHIP,MEDIUM,product,125
SHAPE_DEFINING_RELATIONSHIP,MEDIUM,product,125
SHAPE_FEATURE_DEFINITION,MEDIUM,product,125
SHAPE_FEATURE_DEFINITION_ELEMENT_RELATIONSHIP,MEDIUM,product,125
SHAPE_FEATURE_DEFINITION_FIT_RELATIONSHIP,MEDIUM,product,125
SHAPE_FEATURE_DEFINITION_RELATIONSHIP,MEDIUM,product,125
SHAPE_FEATURE_FIT_RELATIONSHIP,MEDIUM,product,125
SMALL_VOLUME_SOLID,MEDIUM,product,125
SOLID_WITH_SHAPE_ELEMENT_PATTERN,MEDIUM,product,125
SWEPT_AREA_SOLID,MEDIUM,product,125
SYMMETRIC_SHAPE_ASPECT,MEDIUM,product,125
TANGENT_ASSEMBLY_CONSTRAINT,MEDIUM,product,125
TIME_INTERVAL,SIMPLE,date_time,125
TIME_INTERVAL_BASED_EFFECTIVITY,SIMPLE,date_time,125
TRACK_BLENDED_SOLID,MEDIUM,product,125
TRACK_BLENDED_SOLID_WITH_END_CONDITIONS,MEDIUM,product,125
TWISTED_CROSS_SECTIONAL_GROUP_SHAPE_ELEMENT,MEDIUM,product,125
UNUSED_SHAPE_ELEMENT,MEDIUM,product,125
USER_SELECTED_SHAPE_ELEMENTS,MEDIUM,product,125
WEEK_OF_YEAR_AND_DAY_DATE,SIMPLE,date_time,125
YEAR_MONTH,SIMPLE,date_time,125
A3MA_LENGTH_MEASURE_AND_CONTEXT_DEPENDENT_MEASURE_PAIR,MEDIUM,annotation,120
A3M_EQUIVALENCE_CRITERIA_REPRESENTATION,MEDIUM,annotation,120
A3M_EQUIVALENCE_INSPECTION_RESULT_REPRESENTATION,MEDIUM,annotation,120
A3M_EQUIVALENCE_INSPECTION_RESULT_REPRESENTATION_FOR_ASSEMBLY,MEDIUM,annotation,120
A3M_EQUIVALENCE_INSPECTION_RESULT_REPRESENTATION_FOR_SHAPE,MEDIUM,annotation,120
ACTION_PROPERTY_REPRESENTATION,MEDIUM,annotation,120
ANALYSIS_REPRESENTATION_CONTEXT,MEDIUM,annotation,120
ANNOTATION_OCCURRENCE_RELATIONSHIP,MEDIUM,annotation,120
APPLICATION_CONTEXT_ELEMENT,MEDIUM,annotation,120
APPLIED_DESCRIPTION_TEXT_ASSIGNMENT,MEDIUM,annotation,120
APPLIED_DESCRIPTION_TEXT_ASSIGNMENT_RELATIONSHIP,MEDIUM,annotation,120
APPLIED_LOCATION_REPRESENTATION_ASSIGNMENT,MEDIUM,annotation,120
AUXILIARY_GEOMETRIC_REPRESENTATION_ITEM,MEDIUM,annotation,120
BEVELED_SHEET_REPRESENTATION,MEDIUM,annotation,120
BINARY_REPRESENTATION_ITEM,MEDIUM,annotation,120
BOOLEAN_REPRESENTATION_ITEM,MEDIUM,annotation,120
BREAKDOWN_CONTEXT,MEDIUM,annotation,120
BYTES_REPRESENTATION_ITEM,MEDIUM,annotation,120
CC_DESIGN_SPECIFICATION_REFERENCE,SIMPLE,document,120
CHAIN_BASED_ITEM_IDENTIFIED_REPRESENTATION_USAGE,MEDIUM,annotation,120
CHARACTERIZED_CHAIN_BASED_ITEM_WITHIN_REPRESENTATION,MEDIUM,annotation,120
CHARACTERIZED_ITEM_WITHIN_REPRESENTATION,MEDIUM,annotation,120
CHARACTERIZED_REPRESENTATION,MEDIUM,annotation,120
CLASS_USAGE_EFFECTIVITY_CONTEXT_ASSIGNMENT,MEDIUM,annotation,120
COLLECTION_VERSION,SIMPLE,document,120
COMPOSITE_SHEET_REPRESENTATION,MEDIUM,annotation,120
COMPOUND_SHAPE_REPRESENTATION,MEDIUM,annotation,120
CONFIGURED_EFFECTIVITY_CONTEXT_ASSIGNMENT,MEDIUM,annotation,120
CONSTRAINED_KINEMATIC_MOTION_REPRESENTATION,MEDIUM,annotation,120
CONTACT_RATIO_REPRESENTATION,MEDIUM,annotation,120
CONTEXT_DEPENDENT_KINEMATIC_LINK_REPRESENTATION,MEDIUM,annotation,120
CSG_2D_SHAPE_REPRESENTATION,MEDIUM,annotation,120
CSG_SHAPE_REPRESENTATION,MEDIUM,annotation,120
DATA_EQUIVALENCE_ASSESSMENT_SPECIFICATION,SIMPLE,document,120
DATA_EQUIVALENCE_CRITERIA_REPRESENTATION,MEDIUM,annotation,120
DATA_EQUIVALENCE_DEFINITION_REPRESENTATION_RELATIONSHIP,MEDIUM,annotation,120
DATA_EQUIVALENCE_INSPECTION_RESULT_REPRESENTATION,MEDIUM,annotation,120
DATA_QUALITY_ASSESSMENT_SPECIFICATION,SIMPLE,document,120
DATA_QUALITY_CRITERIA_REPRESENTATION,MEDIUM,annotation,120
DATA_QUALITY_DEFINITION_REPRESENTATION_RELATIONSHIP,MEDIUM,annotation,120
DATA_QUALITY_INSPECTION_RESULT_REPRESENTATION,MEDIUM,annotation,120
DATE_REPRESENTATION_ITEM,MEDIUM,annotation,120
DATE_TIME_REPRESENTATION_ITEM,MEDIUM,annotation,120
DEFINITIONAL_REPRESENTATION,MEDIUM,annotation,120
DEFINITIONAL_REPRESENTATION_RELATIONSHIP,MEDIUM,annotation,120
DEFINITIONAL_REPRESENTATION_RELATIONSHIP_WITH_SAME_CONTEXT,MEDIUM,annotation,120
DESCRIPTION_TEXT_ASSIGNMENT,MEDIUM,annotation,120
DESCRIPTION_TEXT_ASSIGNMENT_RELATIONSHIP,MEDIUM,annotation,120
DESIGN_CONTEXT,MEDIUM,annotation,120
DIMENSIONAL_CHARACTERISTIC_REPRESENTATION,MEDIUM,annotation,120
DOCUMENT_FILE,SIMPLE,document,120
DOCUMENT_IDENTIFIER,SIMPLE,document,120
DOCUMENT_REPRESENTATION_TYPE,MEDIUM,annotation,120
DOCUMENT_USAGE_CONSTRAINT,SIMPLE,document,120
DRAUGHTING_CALLOUT_RELATIONSHIP,MEDIUM,annotation,120
DRAUGHTING_SUBFIGURE_REPRESENTATION,MEDIUM,annotation,120
DRAUGHTING_SYMBOL_REPRESENTATION,MEDIUM,annotation,120
EFFECTIVITY_CONTEXT_ASSIGNMENT,MEDIUM,annotation,120
EFFECTIVITY_CONTEXT_ROLE,MEDIUM,annotation,120
EXPLICIT_PROCEDURAL_GEOMETRIC_REPRESENTATION_ITEM_RELATIONSHIP,MEDIUM,annotation,120
EXPLICIT_PROCEDURAL_REPRESENTATION_ITEM_RELATIONSHIP,MEDIUM,annotation,120
EXPLICIT_PROCEDURAL_REPRESENTATION_RELATIONSHIP,MEDIUM,annotation,120
EXPLICIT_PROCEDURAL_SHAPE_REPRESENTATION_RELATIONSHIP,MEDIUM,annotation,120
EXTERNALLY_CONDITIONED_DATA_QUALITY_CRITERIA_REPRESENTATION,MEDIUM,annotation,120
EXTERNALLY_CONDITIONED_DATA_QUALITY_INSPECTION_RESULT_REPRESENTATION,MEDIUM,annotation,120
EXTERNALLY_DEFINED_PICTURE_REPRESENTATION_ITEM,MEDIUM,annotation,120
EXTERNALLY_DEFINED_REPRESENTATION,MEDIUM,annotation,120
EXTERNALLY_DEFINED_REPRESENTATION_ITEM,MEDIUM,annotation,120
FLAT_PATTERN_PLY_REPRESENTATION_RELATIONSHIP,MEDIUM,annotation,120
FREE_KINEMATIC_MOTION_REPRESENTATION,MEDIUM,annotation,120
FUNCTIONAL_BREAKDOWN_CONTEXT,MEDIUM,annotation,120
GEOMETRIC_REPRESENTATION_CONTEXT_WITH_PARAMETER,MEDIUM,annotation,120
GPS_FILTRATION_SPECIFICATION,SIMPLE,document,120
HARDNESS_REPRESENTATION,MEDIUM,annotation,120
INSTANCE_USAGE_CONTEXT_ASSIGNMENT,MEDIUM,annotation,120
INTEGER_REPRESENTATION_ITEM,MEDIUM,annotation,120
INTERPOLATED_CONFIGURATION_REPRESENTATION,MEDIUM,annotation,120
ITEM_IDENTIFIED_REPRESENTATION_USAGE,MEDIUM,annotation,120
KINEMATIC_LINK_REPRESENTATION,MEDIUM,annotation,120
KINEMATIC_LINK_REPRESENTATION_ASSOCIATION,MEDIUM,annotation,120
KINEMATIC_PROPERTY_DEFINITION_REPRESENTATION,MEDIUM,annotation,120
KINEMATIC_PROPERTY_MECHANISM_REPRESENTATION,MEDIUM,annotation,120
LINK_MOTION_REPRESENTATION_ALONG_PATH,MEDIUM,annotation,120
LOCATION_IN_AGGREGATE_REPRESENTATION_ITEM,MEDIUM,annotation,120
LOCATION_REPRESENTATION_ASSIGNMENT,MEDIUM,annotation,120
LOCATION_REPRESENTATION_ROLE,MEDIUM,annotation,120
LOCATION_SHAPE_REPRESENTATION,MEDIUM,annotation,120
LOGICAL_REPRESENTATION_ITEM,MEDIUM,annotation,120
MATERIAL_PROPERTY_REPRESENTATION,MEDIUM,annotation,120
MECHANICAL_CONTEXT,MEDIUM,annotation,120
MECHANICAL_DESIGN_AND_DRAUGHTING_RELATIONSHIP,MEDIUM,annotation,120
MECHANICAL_DESIGN_GEOMETRIC_PRESENTATION_REPRESENTATION,MEDIUM,annotation,120
MECHANICAL_DESIGN_PRESENTATION_REPRESENTATION_WITH_DRAUGHTING,MEDIUM,annotation,120
MECHANICAL_DESIGN_SHADED_PRESENTATION_REPRESENTATION,MEDIUM,annotation,120
MECHANISM_REPRESENTATION,MEDIUM,annotation,120
MECHANISM_STATE_REPRESENTATION,MEDIUM,annotation,120
MOMENTS_OF_INERTIA_REPRESENTATION,MEDIUM,annotation,120
NEUTRAL_SKETCH_REPRESENTATION,MEDIUM,annotation,120
NULL_REPRESENTATION_ITEM,MEDIUM,annotation,120
OUTSIDE_PROFILE,SIMPLE,document,120
PAIR_REPRESENTATION_RELATIONSHIP,MEDIUM,annotation,120
PARAMETRIC_REPRESENTATION_CONTEXT,MEDIUM,annotation,120
PARTIAL_CIRCULAR_PROFILE,SIMPLE,document,120
PARTIAL_DOCUMENT_WITH_STRUCTURED_TEXT_REPRESENTATION_ASSIGNMENT,MEDIUM,annotation,120
PATH_PARAMETER_REPRESENTATION,MEDIUM,annotation,120
PATH_PARAMETER_REPRESENTATION_CONTEXT,MEDIUM,annotation,120
PATH_SHAPE_REPRESENTATION,MEDIUM,annotation,120
PHYSICAL_BREAKDOWN_CONTEXT,MEDIUM,annotation,120
PICTURE_REPRESENTATION,MEDIUM,annotation,120
PICTURE_REPRESENTATION_ITEM,MEDIUM,annotation,120
PLANAR_SHAPE_REPRESENTATION,MEDIUM,annotation,120
PLY_ANGLE_REPRESENTATION,MEDIUM,annotation,120
PREDEFINED_PICTURE_REPRESENTATION_ITEM,MEDIUM,annotation,120
PRESENTATION_REPRESENTATION,MEDIUM,annotation,120
PRESENTATION_STYLE_BY_CONTEXT,MEDIUM,annotation,120
PRESENTED_ITEM_REPRESENTATION,MEDIUM,annotation,120
PROCEDURAL_REPRESENTATION,MEDIUM,annotation,120
PROCEDURAL_REPRESENTATION_SEQUENCE,MEDIUM,annotation,120
PROCEDURAL_SHAPE_REPRESENTATION,MEDIUM,annotation,120
PROCEDURAL_SHAPE_REPRESENTATION_SEQUENCE,MEDIUM,annotation,120
PROCEDURAL_SOLID_REPRESENTATION_SEQUENCE,MEDIUM,annotation,120
PRODUCT_CONCEPT_CONTEXT,MEDIUM,annotation,120
PRODUCT_DEFINITION_CONTEXT_ASSOCIATION,MEDIUM,annotation,120
PRODUCT_DEFINITION_CONTEXT_ROLE,MEDIUM,annotation,120
PRODUCT_DEFINITION_OCCURRENCE_REFERENCE_WITH_LOCAL_REPRESENTATION,MEDIUM,annotation,120
PRODUCT_DEFINITION_REFERENCE_WITH_LOCAL_REPRESENTATION,MEDIUM,annotation,120
PRODUCT_GROUP_CONTEXT,MEDIUM,annotation,120
PROFILE_FLOOR,SIMPLE,document,120
PROPERTY_DEFINITION_REPRESENTATION,MEDIUM,annotation,120
REAL_REPRESENTATION_ITEM,MEDIUM,annotation,120
REPRESENTATION_CONTEXT_REFERENCE,MEDIUM,annotation,120
REPRESENTATION_ITEM_RELATIONSHIP,MEDIUM,annotation,120
REPRESENTATIVE_SHAPE_REPRESENTATION,MEDIUM,annotation,120
RESOURCE_PROPERTY_REPRESENTATION,MEDIUM,annotation,120
REVOLVED_PROFILE,SIMPLE,document,120
RIGID_LINK_REPRESENTATION,MEDIUM,annotation,120
ROUNDED_U_PROFILE,SIMPLE,document,120
ROW_REPRESENTATION_ITEM,MEDIUM,annotation,120
SCAN_DATA_SHAPE_REPRESENTATION,MEDIUM,annotation,120
SHAPE_ASPECT_RELATIONSHIP_REPRESENTATION_ASSOCIATION,MEDIUM,annotation,120
SHAPE_CRITERIA_REPRESENTATION_WITH_ACCURACY,MEDIUM,annotation,120
SHAPE_DATA_QUALITY_CRITERIA_REPRESENTATION,MEDIUM,annotation,120
SHAPE_DATA_QUALITY_INSPECTION_RESULT_REPRESENTATION,MEDIUM,annotation,120
SHAPE_INSPECTION_RESULT_REPRESENTATION_WITH_ACCURACY,MEDIUM,annotation,120
SHAPE_REPRESENTATION,MEDIUM,annotation,120
SHAPE_REPRESENTATION_REFERENCE,MEDIUM,annotation,120
SHAPE_REPRESENTATION_WITH_PARAMETERS,MEDIUM,annotation,120
SINGLE_AREA_CSG_2D_SHAPE_REPRESENTATION,MEDIUM,annotation,120
SQUARE_U_PROFILE,SIMPLE,document,120
STRUCTURED_TEXT_COMPOSITION,MEDIUM,annotation,120
STRUCTURED_TEXT_REPRESENTATION,MEDIUM,annotation,120
SYMBOL_REPRESENTATION,MEDIUM,annotation,120
SYSTEM_BREAKDOWN_CONTEXT,MEDIUM,annotation,120
TABLE_REPRESENTATION_ITEM,MEDIUM,annotation,120
TACTILE_APPEARANCE_REPRESENTATION,MEDIUM,annotation,120
TEE_PROFILE,SIMPLE,document,120
TESSELLATED_SHAPE_REPRESENTATION,MEDIUM,annotation,120
TESSELLATED_SHAPE_REPRESENTATION_WITH_ACCURACY_PARAMETERS,MEDIUM,annotation,120
TEXT_STRING_REPRESENTATION,MEDIUM,annotation,120
UNCERTAINTY_ASSIGNED_REPRESENTATION,MEDIUM,annotation,120
VARIATIONAL_CURRENT_REPRESENTATION_RELATIONSHIP,MEDIUM,annotation,120
VARIATIONAL_REPRESENTATION,MEDIUM,annotation,120
VARIATIONAL_REPRESENTATION_ITEM,MEDIUM,annotation,120
VEE_PROFILE,SIMPLE,document,120
VISUAL_APPEARANCE_REPRESENTATION,MEDIUM,annotation,120
ZONE_BREAKDOWN_CONTEXT,MEDIUM,annotation,120
ABSTRACTED_EXPRESSION_FUNCTION,SIMPLE,misc,115
ABS_FUNCTION,SIMPLE,misc,115
ACOS_FUNCTION,SIMPLE,misc,115
ACTION_ASSIGNMENT,MEDIUM,action,115
ACTION_DIRECTIVE_RELATIONSHIP,MEDIUM,action,115
ACTION_METHOD_ASSIGNMENT,MEDIUM,action,115
ACTION_METHOD_RELATIONSHIP,MEDIUM,action,115
ACTION_METHOD_ROLE,MEDIUM,action,115
ACTION_PROPERTY,MEDIUM,action,115
ACTION_REQUEST_ASSIGNMENT,MEDIUM,action,115
ACTION_RESOURCE_RELATIONSHIP,MEDIUM,action,115
ALTERNATIVE_SOLUTION_RELATIONSHIP,MEDIUM,action,115
ANALYSIS_ITEM,SIMPLE,analysis,115
AND_EXPRESSION,SIMPLE,misc,115
ANGLE_GEOMETRIC_CONSTRAINT,SIMPLE,log_audit,115
APEX,SIMPLE,misc,115
APPLICATION_DEFINED_FUNCTION,SIMPLE,misc,115
APPLIED_ACTION_ASSIGNMENT,MEDIUM,action,115
APPLIED_ACTION_METHOD_ASSIGNMENT,MEDIUM,action,115
APPLIED_ACTION_REQUEST_ASSIGNMENT,MEDIUM,action,115
APPLIED_DIRECTED_ACTION_ASSIGNMENT,MEDIUM,action,115
APPROVAL_PERSON_ORGANIZATION,SIMPLE,approval,115
AREA_IN_SET,SIMPLE,misc,115
ASCRIBABLE_STATE,SIMPLE,misc,115
ASIN_FUNCTION,SIMPLE,misc,115
ASSIGNED_ANALYSIS,SIMPLE,analysis,115
ASSIGNED_REQUIREMENT,SIMPLE,misc,115
ATAN_FUNCTION,SIMPLE,misc,115
ATOMIC_FORMULA,SIMPLE,misc,115
ATOM_BASED_LITERAL,SIMPLE,misc,115
BACK_CHAINING_RULE,SIMPLE,misc,115
BANDED_MATRIX,SIMPLE,misc,115
BASIC_SPARSE_MATRIX,SIMPLE,misc,115
BEAD,SIMPLE,misc,115
BEAD_END,SIMPLE,misc,115
BINARY_BOOLEAN_EXPRESSION,SIMPLE,misc,115
BINARY_FUNCTION_CALL,SIMPLE,misc,115
BINARY_GENERIC_EXPRESSION,SIMPLE,misc,115
BINARY_LITERAL,SIMPLE,misc,115
BINARY_NUMERIC_EXPRESSION,SIMPLE,misc,115
BLOCK,SIMPLE,security,115
BOOLEAN_DEFINED_FUNCTION,SIMPLE,misc,115
BOOLEAN_EXPRESSION,SIMPLE,misc,115
BOOLEAN_LITERAL,SIMPLE,misc,115
BOOLEAN_VARIABLE,SIMPLE,misc,115
BOSS,SIMPLE,misc,115
BOSS_TOP,SIMPLE,misc,115
BREAKDOWN_OF,SIMPLE,misc,115
CARTESIAN_11,SIMPLE,misc,115
CARTESIAN_COMPLEX_NUMBER_REGION,SIMPLE,misc,115
CC_DESIGN_APPROVAL,SIMPLE,approval,115
CC_DESIGN_CERTIFICATION,SIMPLE,approval,115
CC_DESIGN_CONTRACT,SIMPLE,resource,115
CENTRE_OF_SYMMETRY,SIMPLE,misc,115
CHARACTERISTIC_DATA_COLUMN_HEADER,SIMPLE,misc,115
CHARACTERISTIC_DATA_TABLE_HEADER,SIMPLE,misc,115
CHARACTERISTIC_TYPE,SIMPLE,misc,115
CHARACTERIZED_CLASS,SIMPLE,misc,115
CHARACTERIZED_LOCATION_OBJECT,SIMPLE,misc,115
CHARACTER_GLYPH_FONT_USAGE,SIMPLE,misc,115
CIRCULAR_AREA,SIMPLE,misc,115
CIRCULAR_INVOLUTE,SIMPLE,misc,115
CIRCULAR_PATH,SIMPLE,misc,115
CIRCULAR_PATTERN,SIMPLE,misc,115
CLASS_BY_EXTENSION,SIMPLE,misc,115
CLASS_BY_INTENSION,SIMPLE,misc,115
CLASS_SYSTEM,SIMPLE,system,115
COAXIAL_GEOMETRIC_CONSTRAINT,SIMPLE,log_audit,115
COLLECTION,SIMPLE,misc,115
COLLECTION_MEMBERSHIP,SIMPLE,misc,115
COMPARISON_EQUAL,SIMPLE,misc,115
COMPARISON_EXPRESSION,SIMPLE,misc,115
COMPARISON_GREATER,SIMPLE,misc,115
COMPARISON_GREATER_EQUAL,SIMPLE,misc,115
COMPARISON_LESS,SIMPLE,misc,115
COMPARISON_LESS_EQUAL,SIMPLE,misc,115
COMPARISON_NOT_EQUAL,SIMPLE,misc,115
COMPLEX_AREA,SIMPLE,misc,115
COMPLEX_CLAUSE,SIMPLE,misc,115
COMPLEX_CONJUNCTIVE_CLAUSE,SIMPLE,misc,115
COMPLEX_DISJUNCTIVE_CLAUSE,SIMPLE,misc,115
COMPLEX_NUMBER_LITERAL,SIMPLE,misc,115
COMPLEX_NUMBER_LITERAL_POLAR,SIMPLE,misc,115
COMPOSITE_MATERIAL_DESIGNATION,SIMPLE,misc,115
CONCAT_EXPRESSION,SIMPLE,misc,115
CONDITION,SIMPLE,misc,115
CONFIGURABLE_ITEM,SIMPLE,config_mgmt,115
CONFIGURATION_DESIGN,SIMPLE,config_mgmt,115
CONIC,SIMPLE,misc,115
CONSTANT_FUNCTION,SIMPLE,misc,115
CONTAINING_MESSAGE,SIMPLE,misc,115
CONVEX_HEXAHEDRON,SIMPLE,misc,115
COORDINATES_LIST,SIMPLE,misc,115
COS_FUNCTION,SIMPLE,misc,115
CURRENCY,SIMPLE,misc,115
DATA_ENVIRONMENT,SIMPLE,system,115
DATA_EQUIVALENCE_CRITERION,SIMPLE,misc,115
DATA_QUALITY_ASSESSMENT_MEASUREMENT_ASSOCIATION,SIMPLE,misc,115
DATA_QUALITY_CRITERION,SIMPLE,misc,115
DATA_QUALITY_CRITERION_ASSESSMENT_ASSOCIATION,SIMPLE,misc,115
DATA_QUALITY_CRITERION_MEASUREMENT_ASSOCIATION,SIMPLE,misc,115
DATA_QUALITY_MEASUREMENT_REQUIREMENT,SIMPLE,misc,115
DATA_QUALITY_REPORT_MEASUREMENT_ASSOCIATION,SIMPLE,misc,115
DEFINED_CHARACTER_GLYPH,SIMPLE,misc,115
DEFINED_CONSTRAINT,SIMPLE,misc,115
DEFINED_FUNCTION,SIMPLE,misc,115
DIFFERENT_CENTROID,SIMPLE,misc,115
DIFFERENT_VOLUME,SIMPLE,misc,115
DIRECTED_ACTION_ASSIGNMENT,MEDIUM,action,115
DIRECTED_ANGLE,SIMPLE,misc,115
DIV_EXPRESSION,SIMPLE,misc,115
DRAPED_ORIENTATION_ANGLE,SIMPLE,misc,115
DRAWING_REVISION,SIMPLE,misc,115
DRAWING_REVISION_SEQUENCE,SIMPLE,misc,115
ECCENTRIC_CONE,SIMPLE,misc,115
ECCENTRIC_CONICAL_VOLUME,SIMPLE,misc,115
ELLIPSOID,SIMPLE,misc,115
ELLIPSOID_VOLUME,SIMPLE,misc,115
ELLIPTIC_AREA,SIMPLE,misc,115
ENTITY_ASSERTION,SIMPLE,misc,115
ENUM_REFERENCE_PREFIX,SIMPLE,misc,115
ENVELOPE,SIMPLE,misc,115
ENVIRONMENT,SIMPLE,system,115
EQUALS_EXPRESSION,SIMPLE,misc,115
EQUAL_PARAMETER_CONSTRAINT,SIMPLE,misc,115
EQUIVALENCE_NOTABLE_INSTANCE,SIMPLE,misc,115
ERRONEOUS_DATA,SIMPLE,misc,115
EVALUATED_CHARACTERISTIC,SIMPLE,misc,115
EVENT_OCCURRENCE,SIMPLE,log_audit,115
EVIDENCE,SIMPLE,misc,115
EXCESSIVE_USE_OF_LAYERS,SIMPLE,misc,115
EXPANDED_UNCERTAINTY,SIMPLE,misc,115
EXPLICIT_CONSTRAINT,SIMPLE,misc,115
EXPLICIT_GEOMETRIC_CONSTRAINT,SIMPLE,log_audit,115
EXPLICIT_TABLE_FUNCTION,SIMPLE,misc,115
EXPRESSION,SIMPLE,misc,115
EXPRESSION_DENOTED_FUNCTION,SIMPLE,misc,115
EXPRESSION_EXTENSION_NUMERIC,SIMPLE,misc,115
EXPRESSION_EXTENSION_STRING,SIMPLE,misc,115
EXPRESSION_EXTENSION_TO_SELECT,SIMPLE,misc,115
EXP_FUNCTION,SIMPLE,misc,115
EXTENDED_TUPLE_SPACE,SIMPLE,misc,115
EXTENSION,SIMPLE,misc,115
EXTENT,SIMPLE,misc,115
EXTERNALLY_CONDITIONED_DATA_QUALITY_CRITERION,SIMPLE,misc,115
EXTERNALLY_DEFINED_CHARACTER_GLYPH,SIMPLE,misc,115
EXTERNALLY_DEFINED_CLASS,SIMPLE,misc,115
EXTERNALLY_DEFINED_CURRENCY,SIMPLE,misc,115
EXTERNALLY_DEFINED_MARKER,SIMPLE,misc,115
EXTERNALLY_DEFINED_STRING,SIMPLE,misc,115
EXTERNALLY_DEFINED_TILE,SIMPLE,misc,115
EXTERNALLY_LISTED_DATA,SIMPLE,misc,115
EXTREME_INSTANCE,SIMPLE,misc,115
EXTREME_PATCH_WIDTH_VARIATION,SIMPLE,misc,115
FACT_TYPE,SIMPLE,misc,115
FIXED_INSTANCE_ATTRIBUTE_SET,SIMPLE,misc,115
FORMAT_FUNCTION,SIMPLE,misc,115
FORWARD_CHAINING_RULE,SIMPLE,misc,115
FORWARD_CHAINING_RULE_PREMISE,SIMPLE,misc,115
FOUNDED_ITEM,SIMPLE,misc,115
FREE_FORM_CONSTRAINT,SIMPLE,misc,115
FREE_FORM_RELATION,SIMPLE,misc,115
FREE_VARIABLE_SEMANTICS,SIMPLE,misc,115
FUNC,SIMPLE,misc,115
FUNCTION_APPLICATION,SIMPLE,misc,115
FUNCTION_SPACE,SIMPLE,misc,115
GENERIC_EXPRESSION,SIMPLE,misc,115
GENERIC_LITERAL,SIMPLE,misc,115
GENERIC_VARIABLE,SIMPLE,misc,115
GEOMETRIC_ALIGNMENT,SIMPLE,log_audit,115
GEOMETRIC_INTERSECTION,SIMPLE,log_audit,115
GPS_FILTER,SIMPLE,misc,115
GROUND_FACT,SIMPLE,misc,115
HALF_SPACE_2D,SIMPLE,misc,115
HARNESS_SEGMENT,SIMPLE,misc,115
HEXAHEDRON_VOLUME,SIMPLE,misc,115
HIGH_DEGREE_CONIC,SIMPLE,misc,115
INAPPROPRIATE_USE_OF_LAYER,SIMPLE,misc,115
INAPT_DATA,SIMPLE,misc,115
INCIDENCE_GEOMETRIC_CONSTRAINT,SIMPLE,log_audit,115
INDEX_EXPRESSION,SIMPLE,misc,115
INFORMATION_RIGHT,SIMPLE,misc,115
INFORMATION_USAGE_RIGHT,SIMPLE,misc,115
INSTANCE_ATTRIBUTE_REFERENCE,SIMPLE,misc,115
INTEGER_DEFINED_FUNCTION,SIMPLE,misc,115
INTEGER_TUPLE_LITERAL,SIMPLE,misc,115
INTERPOLATED_CONFIGURATION_SEQUENCE,SIMPLE,config_mgmt,115
INT_LITERAL,SIMPLE,misc,115
INT_NUMERIC_VARIABLE,SIMPLE,misc,115
INT_VALUE_FUNCTION,SIMPLE,misc,115
INVISIBILITY,SIMPLE,misc,115
IN_ZONE,SIMPLE,misc,115
ISO4217_CURRENCY,SIMPLE,misc,115
JOGGLE,SIMPLE,misc,115
JOGGLE_TERMINATION,SIMPLE,misc,115
KNOWN_SOURCE,SIMPLE,misc,115
LAID_ORIENTATION_ANGLE,SIMPLE,misc,115
LAMINATE_TABLE,SIMPLE,misc,115
LEADER_TERMINATOR,SIMPLE,misc,115
LENGTH_FUNCTION,SIMPLE,misc,115
LIKE_EXPRESSION,SIMPLE,misc,115
LIMITS_AND_FITS,SIMPLE,misc,115
LISTED_COMPLEX_NUMBER_DATA,SIMPLE,misc,115
LISTED_DATA,SIMPLE,misc,115
LISTED_INTEGER_DATA,SIMPLE,misc,115
LISTED_LOGICAL_DATA,SIMPLE,log_audit,115
LISTED_REAL_DATA,SIMPLE,misc,115
LISTED_STRING_DATA,SIMPLE,misc,115
LITERAL_CONJUNCTION,SIMPLE,misc,115
LITERAL_DISJUNCTION,SIMPLE,misc,115
LITERAL_NUMBER,SIMPLE,misc,115
LOCATION,SIMPLE,misc,115
LOCATOR,SIMPLE,misc,115
LOG10_FUNCTION,SIMPLE,log_audit,115
LOG2_FUNCTION,SIMPLE,log_audit,115
LOGICAL_LITERAL,SIMPLE,log_audit,115
LOG_FUNCTION,SIMPLE,log_audit,115
MARKING,SIMPLE,misc,115
MATERIAL_DESIGNATION_CHARACTERIZATION,SIMPLE,misc,115
MATHEMATICAL_DESCRIPTION,SIMPLE,misc,115
MATHS_BOOLEAN_VARIABLE,SIMPLE,misc,115
