entity,complexity,domain,priority
G1_DISCONTINUITY_BETWEEN_ADJACENT_FACES,COMPLEX,topology,90
G2_DISCONTINUITY_BETWEEN_ADJACENT_FACES,COMPLEX,topology,90
GAP_BETWEEN_ADJACENT_EDGES_IN_LOOP,COMPLEX,topology,90
GAP_BETWEEN_FACES_RELATED_TO_AN_EDGE,COMPLEX,topology,90
GAP_BETWEEN_VERTEX_AND_EDGE,COMPLEX,topology,90
GEOMETRIC_GAP_IN_TOPOLOGY,COMPLEX,topology,90
HIERARCHICAL_INTERFACE_CONNECTION,COMPLEX,topology,90
INAPT_TOPOLOGY,COMPLEX,topology,90
INCONSISTENT_ADJACENT_FACE_NORMALS,COMPLEX,topology,90
INCONSISTENT_FACE_AND_CLOSED_SHELL_NORMALS,COMPLEX,topology,90
INTERFACED_GROUP_COMPONENT,COMPLEX,topology,90
INTERFACE_COMPONENT,COMPLEX,topology,90
INTERFACE_CONNECTION,COMPLEX,topology,90
INTERFACE_CONNECTOR_AS_PLANNED,COMPLEX,topology,90
INTERFACE_CONNECTOR_AS_REALIZED,COMPLEX,topology,90
INTERFACE_CONNECTOR_DESIGN,COMPLEX,topology,90
INTERFACE_CONNECTOR_DESIGN_TO_PLANNED,COMPLEX,topology,90
INTERFACE_CONNECTOR_DESIGN_TO_REALIZED,COMPLEX,topology,90
INTERFACE_CONNECTOR_OCCURRENCE,COMPLEX,topology,90
INTERFACE_CONNECTOR_PLANNED_TO_REALIZED,COMPLEX,topology,90
INTERFACE_CONNECTOR_VERSION,COMPLEX,topology,90
INTERFACE_SPECIFICATION_VERSION,COMPLEX,topology,90
INTERSECTING_CONNECTED_FACE_SETS,COMPLEX,topology,90
INTERSECTING_LOOPS_IN_FACE,COMPLEX,topology,90
INTERSECTING_SHELLS_IN_SOLID,COMPLEX,topology,90
KINEMATIC_LOOP,COMPLEX,topology,90
KINEMATIC_TOPOLOGY_DIRECTED_STRUCTURE,COMPLEX,topology,90
KINEMATIC_TOPOLOGY_NETWORK_STRUCTURE,COMPLEX,topology,90
KINEMATIC_TOPOLOGY_STRUCTURE,COMPLEX,topology,90
KINEMATIC_TOPOLOGY_SUBSTRUCTURE,COMPLEX,topology,90
KINEMATIC_TOPOLOGY_TREE_STRUCTURE,COMPLEX,topology,90
LOOP,COMPLEX,topology,90
MAKE_FROM_FEATURE_RELATIONSHIP,MEDIUM,fea,90
MISMATCH_OF_EDGES,COMPLEX,topology,90
MISMATCH_OF_FACES,COMPLEX,topology,90
MISSING_EDGE,COMPLEX,topology,90
MISSING_FACE,COMPLEX,topology,90
MULTIPLY_DEFINED_EDGES,COMPLEX,topology,90
MULTIPLY_DEFINED_FACES,COMPLEX,topology,90
NON_MANIFOLD_AT_EDGE,COMPLEX,topology,90
NON_MANIFOLD_AT_VERTEX,COMPLEX,topology,90
OPEN_CLOSED_SHELL,COMPLEX,topology,90
OPEN_EDGE_LOOP,COMPLEX,topology,90
OVER_USED_VERTEX,COMPLEX,topology,90
PARTLY_OVERLAPPING_EDGES,COMPLEX,topology,90
PARTLY_OVERLAPPING_FACES,COMPLEX,topology,90
PHYSICAL_COMPONENT_INTERFACE_TERMINAL,COMPLEX,topology,90
PREVIOUS_CHANGE_ELEMENT_ASSIGNMENT,MEDIUM,fea,90
REVOLVED_FACE_SOLID_WITH_TRIM_CONDITIONS,COMPLEX,topology,90
RIGHT_ANGULAR_WEDGE,COMPLEX,topology,90
SELF_INTERSECTING_LOOP,COMPLEX,topology,90
SELF_INTERSECTING_SHELL,COMPLEX,topology,90
SHELLED_SOLID,COMPLEX,topology,90
SHORT_LENGTH_EDGE,COMPLEX,topology,90
SMALL_AREA_FACE,COMPLEX,topology,90
SOLID_WITH_CHAMFERED_EDGES,COMPLEX,topology,90
SOLID_WITH_CONSTANT_RADIUS_EDGE_BLEND,COMPLEX,topology,90
SOLID_WITH_VARIABLE_RADIUS_EDGE_BLEND,COMPLEX,topology,90
SPOTFACE_OCCURRENCE,COMPLEX,topology,90
SPOTFACE_OCCURRENCE_IN_ASSEMBLY,COMPLEX,topology,90
STEEP_ANGLE_BETWEEN_ADJACENT_EDGES,COMPLEX,topology,90
STEEP_ANGLE_BETWEEN_ADJACENT_FACES,COMPLEX,topology,90
TESSELLATED_CONNECTING_EDGE,COMPLEX,topology,90
TESSELLATED_EDGE,COMPLEX,topology,90
TESSELLATED_SHELL,COMPLEX,topology,90
TESSELLATED_VERTEX,COMPLEX,topology,90
THICKENED_FACE_SOLID,COMPLEX,topology,90
VERTEX_ON_EDGE,COMPLEX,topology,90
VOLUME_WITH_FACES,COMPLEX,topology,90
VOLUME_WITH_SHELL,COMPLEX,topology,90
WEDGE_VOLUME,COMPLEX,topology,90
WRONGLY_PLACED_LOOP,COMPLEX,topology,90
ADDITIVE_MANUFACTURING_BUILD_PLATE_RELATIONSHIP,MEDIUM,manufacturing,85
ADDITIVE_MANUFACTURING_SETUP_RELATIONSHIP,MEDIUM,manufacturing,85
ADDITIVE_MANUFACTURING_SETUP_WORKPIECE_RELATIONSHIP,MEDIUM,manufacturing,85
COUNTERBORE_HOLE_DEFINITION,MEDIUM,manufacturing,85
COUNTERDRILL_HOLE_DEFINITION,MEDIUM,manufacturing,85
COUNTERSINK_HOLE_DEFINITION,MEDIUM,manufacturing,85
SIMPLIFIED_COUNTERBORE_HOLE_DEFINITION,MEDIUM,manufacturing,85
SIMPLIFIED_COUNTERDRILL_HOLE_DEFINITION,MEDIUM,manufacturing,85
SIMPLIFIED_COUNTERSINK_HOLE_DEFINITION,MEDIUM,manufacturing,85
TESSELLATED_SOLID,COMPLEX,product,85
ORGANIZATIONAL_PROJECT_RELATIONSHIP,MEDIUM,organization,80
ORGANIZATIONAL_PROJECT_ROLE,MEDIUM,organization,80
ORGANIZATION_RELATIONSHIP,MEDIUM,organization,80
ORGANIZATION_TYPE_ROLE,MEDIUM,organization,80
PERSON_AND_ORGANIZATION_ROLE,MEDIUM,organization,80
STYLED_TESSELLATED_ITEM_WITH_COLOURS,COMPLEX,annotation,80
TESSELLATED_ANNOTATION_OCCURRENCE,COMPLEX,annotation,80
TIME_INTERVAL_RELATIONSHIP,MEDIUM,date_time,75
TIME_INTERVAL_ROLE,MEDIUM,date_time,75
COLLECTION_VERSION_RELATIONSHIP,MEDIUM,document,70
COLLECTION_VERSION_SEQUENCE_RELATIONSHIP,MEDIUM,document,70
DOCUMENT_USAGE_ROLE,MEDIUM,document,70
SPECIFICATION_DEFINITION,MEDIUM,document,70
A3MA_EQUIVALENCE_CRITERION_ASSESSMENT_THRESHOLD_RELATIONSHIP,MEDIUM,misc,65
APPLICATION_PROTOCOL_DEFINITION,MEDIUM,misc,65
APPROVAL_RELATIONSHIP,MEDIUM,approval,65
ASCRIBABLE_STATE_RELATIONSHIP,MEDIUM,misc,65
ATTRIBUTE_VALUE_ROLE,MEDIUM,misc,65
CHARACTERIZED_OBJECT_RELATIONSHIP,MEDIUM,misc,65
COLLECTION_RELATIONSHIP,MEDIUM,misc,65
COLLECTION_VIEW_DEFINITION,MEDIUM,misc,65
CONNECTIVITY_DEFINITION,MEDIUM,misc,65
CONTRACT_RELATIONSHIP,MEDIUM,resource,65
DATA_EQUIVALENCE_DEFINITION,MEDIUM,misc,65
DATA_EQUIVALENCE_DEFINITION_RELATIONSHIP,MEDIUM,misc,65
DATA_QUALITY_DEFINITION,MEDIUM,misc,65
DATA_QUALITY_DEFINITION_RELATIONSHIP,MEDIUM,misc,65
DEPENDENT_VARIABLE_DEFINITION,MEDIUM,misc,65
DESIGN_MAKE_FROM_RELATIONSHIP,MEDIUM,misc,65
DRAWING_DEFINITION,MEDIUM,misc,65
ENVELOPE_RELATIONSHIP,MEDIUM,misc,65
EVENT_OCCURRENCE_RELATIONSHIP,MEDIUM,log_audit,65
EVENT_OCCURRENCE_ROLE,MEDIUM,log_audit,65
EXTERNALLY_DEFINED_GENERAL_PROPERTY,MEDIUM,profile,65
GENERAL_MATERIAL_PROPERTY,MEDIUM,misc,65
GENERAL_PROPERTY_ASSOCIATION,MEDIUM,profile,65
GENERAL_PROPERTY_RELATIONSHIP,MEDIUM,profile,65
GENERIC_PROPERTY_RELATIONSHIP,MEDIUM,profile,65
LOCATION_RELATIONSHIP,MEDIUM,misc,65
LOCATION_ROLE,MEDIUM,misc,65
MATED_PART_RELATIONSHIP,MEDIUM,misc,65
MATERIAL_PROPERTY,MEDIUM,misc,65
MESSAGE_RELATIONSHIP,MEDIUM,misc,65
OBJECT_ROLE,MEDIUM,misc,65
PLY_LAMINATE_SEQUENCE_DEFINITION,MEDIUM,misc,65
PROJECTED_ZONE_DEFINITION_WITH_OFFSET,MEDIUM,misc,65
PROPERTY_DEFINITION_RELATIONSHIP,MEDIUM,profile,65
REQUIREMENT_VIEW_DEFINITION_RELATIONSHIP,MEDIUM,misc,65
RESOURCE_PROPERTY,MEDIUM,resource,65
RULE_DEFINITION,MEDIUM,misc,65
RULE_SOFTWARE_DEFINITION,MEDIUM,misc,65
SCANNER_PROPERTY,MEDIUM,misc,65
SINGLE_PROPERTY_IS_DEFINITION,MEDIUM,profile,65
SMEARED_MATERIAL_DEFINITION,MEDIUM,misc,65
STATECHAR_RELATIONSHIP_OBJECT,MEDIUM,misc,65
STATECHAR_TYPE_RELATIONSHIP_OBJECT,MEDIUM,misc,65
STATE_OBSERVED_RELATIONSHIP,MEDIUM,misc,65
STATE_OBSERVED_ROLE,MEDIUM,misc,65
STATE_TYPE_RELATIONSHIP,MEDIUM,misc,65
STATE_TYPE_ROLE,MEDIUM,misc,65
STRUCTURED_MESSAGE,MEDIUM,misc,65
SUPPLIED_PART_RELATIONSHIP,MEDIUM,misc,65
REPOSITIONED_TESSELLATED_ITEM,COMPLEX,tolerance,60
TESSELLATED_GEOMETRIC_SET,COMPLEX,log_audit,25
TESSELLATED_ITEM,COMPLEX,misc,25
TESSELLATED_STRUCTURED_ITEM,COMPLEX,misc,25
TESSELLATED_WIRE,COMPLEX,misc,25
